,Movie_title,First_Criterion,Second_Criterion,Third_Criterion,release_date,budget,voting,original_language
0,Mean Streets,0.0,0.0,0.0,1973-10-02,500000.0,7.2,en
0,Hard to Kill,1.0,1.0,1.0,1990-02-09,10000000.0,5.6,en
0,My Girl,1.0,1.0,1.0,1991-11-27,16500000.0,7.0,en
0,Frozen,0.0,0.0,0.0,2010-02-05,0.0,5.9,en
0,Deep Rising,1.0,0.0,0.0,1998-01-30,45000000.0,6.0,en
0,Rear Window,1.0,1.0,1.0,1954-08-01,1000000.0,8.2,en
0,American Graffiti,1.0,1.0,1.0,1973-08-01,777000.0,6.9,en
0,From Dusk Till Dawn,1.0,0.0,0.0,1996-01-19,19000000.0,6.9,en
0,44 Inch Chest,0.0,0.0,0.0,2009-10-08,0.0,6.0,en
0,American Hustle,1.0,0.0,0.0,2013-12-12,40000000.0,6.8,en
0,Sleepy Hollow,1.0,0.0,0.0,1999-11-18,100000000.0,6.9,en
0,Purple Rain,1.0,1.0,1.0,1984-07-27,7200000.0,6.6,en
0,The Jacket,1.0,1.0,1.0,2005-03-04,29000000.0,6.8,en
0,The Curious Case of Benjamin Button,1.0,1.0,1.0,2008-11-24,150000000.0,7.3,en
0,Groundhog Day,1.0,1.0,0.0,1993-02-11,14600000.0,7.4,en
0,The Taking of Pelham One Two Three,1.0,0.0,0.0,1974-10-02,0.0,7.6,en
0,Mary Poppins,1.0,0.0,0.0,1964-08-27,6000000.0,7.4,en
0,Anastasia,1.0,0.0,0.0,1997-11-20,53000000.0,7.4,en
0,I Am Number Four,1.0,1.0,0.0,2011-02-18,50000000.0,5.9,en
0,Heat,1.0,1.0,1.0,1995-12-15,60000000.0,7.7,en
0,Diner,1.0,1.0,0.0,1982-04-02,0.0,6.9,en
0,Aliens,1.0,1.0,1.0,1986-07-18,18500000.0,7.7,en
0,Magnolia,1.0,0.0,0.0,1999-12-08,37000000.0,7.5,en
0,Confidence,1.0,0.0,0.0,2003-04-25,0.0,6.4,en
0,Erin Brockovich,1.0,1.0,1.0,2000-03-17,52000000.0,7.1,en
0,Pulp Fiction,1.0,1.0,1.0,1994-09-10,8000000.0,8.3,en
0,JFK,1.0,0.0,0.0,1991-12-20,40000000.0,7.5,en
0,Barton Fink,0.0,0.0,0.0,1991-08-01,9000000.0,7.4,en
0,Major League,1.0,0.0,0.0,1989-02-16,11000000.0,6.7,en
0,The Bounty Hunter,1.0,0.0,0.0,2010-03-16,40000000.0,5.6,en
0,The Abyss,1.0,1.0,1.0,1989-08-09,70000000.0,7.1,en
0,The King of Comedy,1.0,0.0,0.0,1982-12-18,20000000.0,7.6,en
0,127 Hours,1.0,1.0,1.0,2010-11-05,18000000.0,7.0,en
0,Larry Crowne,1.0,1.0,1.0,2011-06-30,30000000.0,5.7,en
0,Midnight Cowboy,1.0,0.0,0.0,1969-05-25,3600000.0,7.4,en
0,The Family Man,1.0,1.0,1.0,2000-12-12,60000000.0,6.5,en
0,Hard Rain,0.0,0.0,0.0,1998-01-16,70000000.0,5.5,en
0,Sunshine Cleaning,1.0,1.0,1.0,2008-01-18,5000000.0,6.5,en
0,Indiana Jones and the Last Crusade,1.0,0.0,0.0,1989-05-24,48000000.0,7.6,en
0,Legion,1.0,1.0,1.0,2010-01-21,26000000.0,5.2,en
0,Crash,1.0,1.0,1.0,1996-07-17,10000000.0,6.5,en
0,10 Things I Hate About You,1.0,1.0,1.0,1999-03-30,16000000.0,7.3,en
0,Human Nature,1.0,1.0,1.0,2001-05-18,6000000.0,6.1,en
0,Buried,1.0,0.0,0.0,2010-09-24,1987650.0,6.6,en
0,Bottle Rocket,0.0,0.0,0.0,1996-02-21,7000000.0,6.8,en
0,The Artist,1.0,0.0,0.0,2011-05-15,15000000.0,7.3,en
0,Eastern Promises,1.0,1.0,1.0,2007-09-14,51500000.0,7.2,en
0,Swordfish,1.0,0.0,0.0,2001-06-07,102000000.0,6.1,en
0,Creation,1.0,1.0,0.0,2009-09-25,0.0,6.6,en
0,Hotel Rwanda,1.0,0.0,0.0,2004-09-11,17500000.0,7.5,en
0,The Wrestler,1.0,0.0,0.0,2008-09-07,6000000.0,7.3,en
0,Music of the Heart,1.0,1.0,1.0,1999-10-29,27000000.0,6.3,en
0,Rambling Rose,1.0,1.0,1.0,1991-09-10,7500000.0,6.4,en
0,RKO 281,1.0,1.0,1.0,1999-11-20,0.0,6.3,en
0,Single White Female,1.0,1.0,1.0,1992-08-14,16000000.0,6.0,en
0,Django Unchained,1.0,0.0,0.0,2012-12-25,100000000.0,7.8,en
0,Crime Spree,0.0,0.0,0.0,2003-04-16,0.0,6.1,en
0,Edward Scissorhands,1.0,1.0,0.0,1990-12-05,20000000.0,7.5,en
0,The Flintstones,1.0,0.0,0.0,1994-05-26,46000000.0,5.0,en
0,Awakenings,1.0,1.0,0.0,1990-12-19,0.0,7.6,en
0,Jay and Silent Bob Strike Back,1.0,1.0,1.0,2001-08-22,22000000.0,6.4,en
0,The Verdict,1.0,0.0,0.0,1982-12-08,16000000.0,7.4,en
0,Basquiat,1.0,1.0,1.0,1996-08-09,2962051.0,6.6,en
0,Brick,1.0,0.0,0.0,2005-01-30,475000.0,6.8,en
0,Queen of the Damned,1.0,1.0,1.0,2002-02-10,35000000.0,5.5,en
0,The Last Boy Scout,1.0,0.0,0.0,1991-12-11,29000000.0,6.5,en
0,The Way Back,0.0,0.0,0.0,2010-09-03,30000000.0,6.8,en
0,Insidious,1.0,1.0,1.0,2010-09-13,1500000.0,6.8,en
0,ParaNorman,1.0,1.0,0.0,2012-08-03,60000000.0,6.7,en
0,Virtuosity,1.0,1.0,1.0,1995-08-04,30000000.0,5.4,en
0,The Last of the Mohicans,1.0,1.0,1.0,1992-09-25,40000000.0,7.1,en
0,High Fidelity,1.0,0.0,0.0,2000-03-17,30000000.0,7.0,en
0,What Lies Beneath,1.0,1.0,1.0,2000-07-21,100000000.0,6.3,en
0,Bringing Out the Dead,1.0,1.0,1.0,1999-10-22,32000000.0,6.6,en
0,Get Low,0.0,0.0,0.0,2010-01-22,7500000.0,6.5,en
0,Resident Evil,1.0,0.0,0.0,2002-03-15,33000000.0,6.4,en
0,Rush,0.0,0.0,0.0,1991-12-22,0.0,6.9,en
0,Die Hard,1.0,1.0,1.0,1988-07-15,28000000.0,7.5,en
0,Misery,1.0,0.0,0.0,1990-11-28,20000000.0,7.6,en
0,Valkyrie,1.0,0.0,0.0,2008-12-25,75000000.0,6.7,en
0,Absolute Power,1.0,0.0,0.0,1997-02-14,50000000.0,6.4,en
0,Detroit Rock City,1.0,1.0,0.0,1999-08-13,6500000.0,6.7,en
0,Election,1.0,1.0,1.0,1999-04-23,0.0,6.7,en
0,Jurassic Park III,1.0,0.0,0.0,2001-07-18,93000000.0,5.7,en
0,Anonymous,1.0,0.0,0.0,2011-10-21,30000000.0,6.3,en
0,House of 1000 Corpses,1.0,1.0,1.0,2003-04-11,7000000.0,6.0,en
0,Limitless,1.0,0.0,0.0,2011-03-08,27000000.0,7.1,en
0,Inventing the Abbotts,1.0,1.0,1.0,1997-04-04,0.0,6.4,en
0,I Still Know What You Did Last Summer,1.0,1.0,1.0,1998-11-13,65000000.0,5.1,en
0,The Truman Show,1.0,1.0,1.0,1998-06-04,60000000.0,7.8,en
0,The Private Life of Sherlock Holmes,1.0,0.0,0.0,1970-10-29,10000000.0,6.9,en
0,Gravity,1.0,0.0,0.0,2013-09-27,105000000.0,7.3,en
0,Get Carter,1.0,0.0,0.0,2000-10-06,63600000.0,4.8,en
0,The Ghost and the Darkness,0.0,0.0,0.0,1996-10-11,50000000.0,6.4,en
0,Bachelor Party,1.0,1.0,1.0,1984-06-29,6000000.0,5.8,en
0,Hitchcock,0.0,0.0,0.0,2012-11-22,0.0,6.3,en
0,No Strings Attached,1.0,1.0,0.0,2011-01-21,25000000.0,6.1,en
0,Buffy the Vampire Slayer,1.0,1.0,1.0,1992-07-24,7000000.0,5.3,en
0,Ronin,1.0,0.0,0.0,1998-09-25,55000000.0,6.8,en
0,Analyze This,1.0,0.0,0.0,1999-03-05,80000000.0,6.4,en
0,Almost Famous,1.0,1.0,1.0,2000-09-15,60000000.0,7.4,en
0,Margin Call,1.0,0.0,0.0,2011-09-28,3500000.0,6.7,en
0,To Sleep with Anger,1.0,1.0,1.0,1990-09-11,0.0,5.6,en
0,Eight Legged Freaks,1.0,1.0,1.0,2002-07-17,0.0,5.4,en
0,Soldier,1.0,0.0,0.0,1998-10-23,75000000.0,6.1,en
0,American Beauty,1.0,1.0,1.0,1999-09-15,15000000.0,7.9,en
0,Tin Men,0.0,0.0,0.0,1987-03-06,0.0,6.8,en
0,Wild Hogs,1.0,0.0,0.0,2007-03-02,0.0,5.7,en
0,Serial Mom,1.0,1.0,1.0,1994-04-13,13000000.0,6.4,en
0,Hellboy,1.0,0.0,0.0,2004-04-02,66000000.0,6.5,en
0,Fantastic Four,1.0,1.0,1.0,2005-06-29,100000000.0,5.5,en
0,The Tourist,0.0,0.0,0.0,2010-12-08,100000000.0,6.0,en
0,Surrogates,1.0,1.0,0.0,2009-09-24,80000000.0,5.9,en
0,The Amityville Asylum,0.0,0.0,0.0,2013-06-03,20000.0,3.8,en
0,Very Bad Things,1.0,0.0,0.0,1998-09-11,30000000.0,6.2,en
0,Looper,1.0,1.0,0.0,2012-09-26,30000000.0,6.6,en
0,Max Payne,1.0,1.0,1.0,2008-10-15,35000000.0,5.2,en
0,Mud,1.0,0.0,0.0,2013-05-01,10000000.0,7.0,en
0,The Insider,1.0,1.0,1.0,1999-10-28,90000000.0,7.3,en
0,Men in Black 3,1.0,0.0,0.0,2012-05-23,225000000.0,6.3,en
0,Scarface,1.0,0.0,0.0,1983-12-08,25000000.0,8.0,en
0,Enemy of the State,1.0,0.0,0.0,1998-11-20,90000000.0,6.7,en
0,The Men Who Stare at Goats,0.0,0.0,0.0,2009-10-17,24000000.0,5.9,en
0,Frozen River,0.0,0.0,0.0,2008-08-01,0.0,6.7,en
0,Shrek the Third,1.0,1.0,1.0,2007-05-17,160000000.0,6.0,en
0,Six Degrees of Separation,1.0,1.0,0.0,1993-12-08,0.0,6.5,en
0,Aladdin,1.0,0.0,0.0,1992-11-25,28000000.0,7.4,en
0,Fright Night,0.0,0.0,0.0,1985-08-02,9000000.0,6.9,en
0,Beloved,1.0,1.0,1.0,1998-10-16,0.0,5.9,en
0,Birthday Girl,1.0,1.0,0.0,2001-09-06,13000000.0,6.1,en
0,New York Minute,1.0,0.0,0.0,2004-05-01,0.0,5.6,en
0,Die Hard 2,1.0,1.0,0.0,1990-07-02,70000000.0,6.6,en
0,Chasing Amy,1.0,1.0,0.0,1997-04-04,250000.0,6.7,en
0,Last Chance Harvey,1.0,1.0,1.0,2008-12-25,0.0,6.1,en
0,Snatch,0.0,0.0,0.0,2000-09-01,10000000.0,7.7,en
0,Twins,1.0,1.0,1.0,1988-12-09,15000000.0,5.7,en
0,The Iron Lady,1.0,1.0,1.0,2011-12-30,13000000.0,6.2,en
0,The Princess Bride,1.0,0.0,0.0,1987-09-18,16000000.0,7.6,en
0,Cars 2,1.0,1.0,1.0,2011-06-11,200000000.0,5.8,en
0,Game 6,1.0,0.0,0.0,2005-03-10,0.0,4.6,en
0,Warrior,1.0,0.0,0.0,2011-09-09,25000000.0,7.7,en
0,Grand Theft Parsons,1.0,1.0,1.0,2003-06-18,0.0,6.0,en
0,The Patriot,1.0,1.0,0.0,2000-06-28,110000000.0,6.8,en
0,Alone in the Dark,1.0,0.0,0.0,1982-11-12,20000000.0,5.5,en
0,Monte Carlo,1.0,0.0,0.0,1930-08-27,0.0,4.3,en
0,Scream 2,1.0,1.0,1.0,1997-12-09,24000000.0,6.1,en
0,Killing Zoe,1.0,0.0,0.0,1993-10-01,1500000.0,6.1,en
0,Capote,1.0,0.0,0.0,2005-09-30,7000000.0,6.9,en
0,Burn After Reading,1.0,1.0,1.0,2008-09-05,37000000.0,6.5,en
0,Field of Dreams,1.0,1.0,0.0,1989-04-21,0.0,7.1,en
0,Blow,1.0,1.0,1.0,2001-04-04,53000000.0,7.4,en
0,Air Force One,1.0,0.0,0.0,1997-07-25,85000000.0,6.2,en
0,Pineapple Express,1.0,1.0,0.0,2008-08-06,27000000.0,6.6,en
0,In the Bedroom,1.0,1.0,0.0,2001-11-23,1700000.0,6.4,en
0,Mulholland Drive,1.0,1.0,1.0,2001-05-16,15000000.0,7.7,en
0,Mrs Brown,1.0,1.0,1.0,1997-07-18,0.0,6.6,en
0,Independence Day,1.0,1.0,1.0,1996-06-25,75000000.0,6.7,en
0,8MM,1.0,0.0,0.0,1999-02-26,40000000.0,6.1,en
0,Jaws 2,1.0,1.0,1.0,1978-06-16,20000000.0,5.9,en
0,Wall Street,1.0,1.0,1.0,1987-12-10,15000000.0,7.0,en
0,Castaway,1.0,0.0,0.0,1986-03-05,0.0,6.2,en
0,Top Gun,1.0,0.0,0.0,1986-05-16,15000000.0,6.7,en
0,The Cider House Rules,1.0,1.0,1.0,1999-12-17,24000000.0,6.9,en
0,Spartan,1.0,0.0,0.0,2004-03-12,19250000.0,6.3,en
0,The Ice Storm,1.0,1.0,1.0,1997-09-27,18000000.0,6.9,en
0,The Whistle Blower,1.0,0.0,0.0,1986-11-21,0.0,6.1,en
0,Do the Right Thing,1.0,1.0,1.0,1989-06-30,6500000.0,7.6,en
0,The Fault in Our Stars,1.0,0.0,0.0,2014-05-16,12000000.0,7.6,en
0,The Elephant Man,1.0,1.0,1.0,1980-10-02,5000000.0,7.9,en
0,Toy Story,1.0,0.0,0.0,1995-10-30,30000000.0,7.7,en
0,The Lincoln Lawyer,1.0,1.0,0.0,2011-03-17,40000000.0,7.0,en
0,Nurse Betty,1.0,1.0,1.0,2000-09-08,24000000.0,5.9,en
0,Strange Days,1.0,1.0,0.0,1995-10-13,42000000.0,6.8,en
0,Raging Bull,1.0,0.0,0.0,1980-11-14,18000000.0,7.7,en
0,Dune,1.0,1.0,1.0,1984-12-14,40000000.0,6.5,en
0,The Haunting,1.0,1.0,1.0,1963-09-18,0.0,7.2,en
0,Drop Dead Gorgeous,1.0,1.0,1.0,1999-07-23,10000000.0,6.5,en
0,Changeling,1.0,1.0,1.0,2008-01-30,55000000.0,7.3,en
0,Basic,1.0,0.0,0.0,2003-04-18,50000000.0,6.2,en
0,The Rocky Horror Picture Show,1.0,1.0,0.0,1975-08-14,1200000.0,7.4,en
0,Feast,1.0,1.0,1.0,2005-10-14,0.0,6.1,en
0,Hall Pass,1.0,1.0,0.0,2011-02-25,36000000.0,5.4,en
0,I Love You Phillip Morris,1.0,0.0,0.0,2009-01-18,13000000.0,6.4,en
0,Swingers,1.0,1.0,1.0,1996-10-18,200000.0,6.8,en
0,As Good as It Gets,1.0,1.0,1.0,1997-12-19,50000000.0,7.2,en
0,Ghost World,1.0,1.0,1.0,2001-07-20,7000000.0,7.1,en
0,His Girl Friday,1.0,1.0,1.0,1940-01-18,0.0,7.5,en
0,Into the Wild,1.0,1.0,1.0,2007-09-11,15000000.0,7.8,en
0,The Whistleblower,1.0,1.0,1.0,2010-09-13,0.0,6.6,en
0,Ghost,1.0,1.0,1.0,1990-07-12,22000000.0,6.9,en
0,Jerry Maguire,1.0,1.0,1.0,1996-12-06,50000000.0,6.7,en
0,Gamer,1.0,1.0,1.0,2009-09-03,50000000.0,5.6,en
0,Station West,1.0,0.0,0.0,1948-10-16,0.0,6.3,en
0,Bull Durham,1.0,1.0,1.0,1988-06-15,7000000.0,6.6,en
0,Gang Related,0.0,0.0,0.0,1997-10-08,0.0,6.5,en
0,Stepmom,1.0,1.0,1.0,1998-12-25,0.0,6.9,en
0,The Game,1.0,0.0,0.0,1997-09-12,50000000.0,7.5,en
0,Pride and Prejudice,1.0,1.0,0.0,1940-07-26,0.0,7.3,en
0,Hot Tub Time Machine,1.0,0.0,0.0,2010-03-26,36000000.0,5.9,en
0,Obsessed,1.0,1.0,1.0,2009-04-24,20000000.0,5.1,en
0,From Here to Eternity,1.0,1.0,1.0,1953-08-28,1650000.0,7.2,en
0,Antitrust,1.0,1.0,0.0,2001-01-12,30000000.0,5.8,en
0,Disturbia,1.0,1.0,1.0,2007-04-12,20000000.0,6.6,en
0,The Hebrew Hammer,0.0,0.0,0.0,2003-01-01,1000000.0,5.9,en
0,The Kingdom,1.0,1.0,0.0,2007-08-22,70000000.0,6.5,en
0,Authors Anonymous,0.0,0.0,0.0,2014-04-18,0.0,4.2,en
0,Leaving Las Vegas,1.0,1.0,1.0,1995-10-27,3600000.0,7.1,en
0,Life,1.0,0.0,0.0,1999-04-16,80000000.0,6.4,en
0,The Crow,1.0,1.0,1.0,1994-05-11,15000000.0,7.3,en
0,Out of Sight,1.0,1.0,1.0,1998-06-26,48000000.0,6.5,en
0,The Limey,1.0,0.0,0.0,1999-05-15,10000000.0,6.6,en
0,Land of the Dead,1.0,1.0,1.0,2005-06-24,15000000.0,6.0,en
0,Man on the Moon,1.0,0.0,0.0,1999-12-22,82000000.0,6.9,en
0,TMNT,1.0,1.0,0.0,2007-03-23,34000000.0,6.0,en
0,The Time Machine,1.0,0.0,0.0,1960-08-17,750000.0,7.5,en
0,The Pianist,1.0,0.0,0.0,2002-09-24,35000000.0,8.1,en
0,Affliction,1.0,1.0,1.0,1997-08-28,6000000.0,5.8,en
0,The Social Network,1.0,1.0,0.0,2010-09-30,40000000.0,7.1,en
0,Duck Soup,1.0,0.0,0.0,1933-11-17,0.0,7.6,en
0,Kalifornia,1.0,1.0,1.0,1993-09-01,9000000.0,6.5,en
0,The Dark Knight Rises,1.0,1.0,1.0,2012-07-16,250000000.0,7.6,en
0,Heavy Metal,1.0,0.0,0.0,1981-08-07,9300000.0,6.3,en
0,Sugar,1.0,0.0,0.0,2009-04-03,0.0,6.5,en
0,Law Abiding Citizen,1.0,1.0,0.0,2009-10-15,53000000.0,7.2,en
0,Rise of the Guardians,0.0,0.0,0.0,2012-11-21,145000000.0,7.1,en
0,Midnight Express,0.0,0.0,0.0,1978-09-12,2300000.0,7.6,en
0,Phone Booth,1.0,0.0,0.0,2002-09-09,13000000.0,6.7,en
0,City of Joy,1.0,0.0,0.0,1992-04-15,27000000.0,6.3,en
0,Smashed,1.0,1.0,1.0,2012-09-12,500000.0,6.3,en
0,Forrest Gump,1.0,1.0,0.0,1994-07-06,55000000.0,8.2,en
0,Shrek,1.0,0.0,0.0,2001-05-16,60000000.0,7.3,en
0,Horrible Bosses,1.0,0.0,0.0,2011-07-08,35000000.0,6.4,en
0,Wag the Dog,1.0,1.0,1.0,1997-12-25,15000000.0,6.7,en
0,Shakespeare in Love,1.0,1.0,1.0,1998-12-11,25000000.0,6.8,en
0,Black Snake Moan,1.0,1.0,1.0,2006-12-08,15000000.0,6.6,en
0,All About Eve,1.0,1.0,1.0,1950-11-09,1400000.0,8.0,en
0,Date Night,1.0,0.0,0.0,2010-04-08,55000000.0,5.9,en
0,Starship Troopers,1.0,1.0,1.0,1997-11-06,105000000.0,6.7,en
0,Henry Fool,1.0,1.0,1.0,1997-09-07,0.0,6.9,en
0,The Cooler,1.0,1.0,1.0,2003-01-17,32000000.0,6.7,en
0,Fight Club,1.0,1.0,1.0,1999-10-15,63000000.0,8.3,en
0,Gone in 60 Seconds,0.0,0.0,0.0,1974-07-28,0.0,6.5,en
0,Timber Falls,1.0,1.0,1.0,2007-12-07,2600000.0,5.2,en
0,Ted,1.0,1.0,1.0,2012-06-29,50000000.0,6.3,en
0,The Long Kiss Goodnight,1.0,1.0,1.0,1996-10-11,65000000.0,6.4,en
0,American Gangster,1.0,0.0,0.0,2007-11-02,100000000.0,7.4,en
0,Breakdown,1.0,0.0,0.0,1997-05-02,36000000.0,6.6,en
0,The Birds,1.0,1.0,1.0,1963-03-28,2500000.0,7.3,en
0,Only God Forgives,1.0,0.0,0.0,2013-05-30,4800000.0,5.6,en
0,Eternal Sunshine of the Spotless Mind,1.0,1.0,1.0,2004-03-19,20000000.0,7.9,en
0,Blue Velvet,1.0,1.0,1.0,1986-08-01,6000000.0,7.7,en
0,Mirrors,1.0,1.0,1.0,2008-08-15,35000000.0,6.0,en
0,Tamara Drewe,1.0,1.0,0.0,2010-07-14,0.0,5.8,en
0,Juno,1.0,1.0,1.0,2007-12-05,7500000.0,7.0,en
0,The Hudsucker Proxy,1.0,0.0,0.0,1994-03-11,30000000.0,7.1,en
0,The Kids Are All Right,1.0,1.0,1.0,2010-07-09,3500000.0,6.5,en
0,Up in the Air,1.0,1.0,1.0,2009-09-05,25000000.0,6.7,en
0,Commando,1.0,0.0,0.0,1985-10-03,10000000.0,6.4,en
0,Prometheus,1.0,0.0,0.0,2012-05-30,130000000.0,6.3,en
0,Dog Day Afternoon,1.0,1.0,1.0,1975-08-11,1800000.0,7.6,en
0,Even Cowgirls Get the Blues,1.0,1.0,1.0,1994-05-13,8000000.0,4.2,en
0,Lost in Space,1.0,1.0,1.0,1998-04-03,80000000.0,5.0,en
0,Silver Bullet,1.0,1.0,0.0,1985-10-10,0.0,6.1,en
0,The Visitor,1.0,1.0,1.0,2007-09-07,0.0,6.9,en
0,Flight,0.0,0.0,0.0,2012-11-02,31000000.0,6.5,en
0,Margot at the Wedding,1.0,1.0,1.0,2007-08-31,10000000.0,5.9,en
0,The Debt,1.0,0.0,0.0,2010-04-11,20000000.0,6.2,en
0,The Life of David Gale,1.0,1.0,1.0,2003-02-21,50000000.0,7.3,en
0,Little Nicky,1.0,0.0,0.0,2000-11-10,85000000.0,5.2,en
0,Alien,1.0,0.0,0.0,1979-05-25,11000000.0,7.9,en
0,Silver Linings Playbook,1.0,0.0,0.0,2012-09-08,21000000.0,7.0,en
0,Death to Smoochy,1.0,1.0,0.0,2002-03-28,55000000.0,5.9,en
0,Storytelling,1.0,1.0,0.0,2001-11-08,0.0,6.4,en
0,Zero Dark Thirty,0.0,0.0,0.0,2012-12-19,40000000.0,6.7,en
0,Living in Oblivion,1.0,1.0,1.0,1995-01-20,500000.0,7.2,en
0,The Searchers,1.0,1.0,1.0,1956-03-13,3750000.0,7.7,en
0,American History X,1.0,1.0,0.0,1998-10-30,20000000.0,8.2,en
0,The Next Three Days,1.0,1.0,1.0,2010-11-18,30000000.0,6.9,en
0,Angel Eyes,1.0,1.0,1.0,2001-05-15,53000000.0,5.5,en
0,Mumford,1.0,1.0,1.0,1999-09-24,0.0,6.3,en
0,The Power of One,1.0,0.0,0.0,1992-09-17,0.0,7.6,en
0,Donnie Brasco,0.0,0.0,0.0,1997-02-27,35000000.0,7.4,en
0,Catch Me If You Can,1.0,0.0,0.0,2002-12-25,52000000.0,7.7,en
0,The Apartment,1.0,1.0,0.0,1960-06-15,3000000.0,8.1,en
0,Pet Sematary II,1.0,1.0,0.0,1992-08-28,8000000.0,5.0,en
0,The Last Flight,1.0,0.0,0.0,1931-08-29,0.0,5.0,en
0,The Sessions,1.0,1.0,1.0,2012-05-02,1000000.0,6.6,en
0,Being Human,1.0,0.0,0.0,1994-05-06,40000000.0,5.0,en
0,Gandhi,1.0,1.0,1.0,1982-11-30,22000000.0,7.4,en
0,Kafka,0.0,0.0,0.0,1991-11-15,11000000.0,6.6,en
0,Hostage,1.0,1.0,0.0,2005-03-10,52000000.0,6.2,en
0,Traffic,1.0,1.0,1.0,2000-12-27,48000000.0,6.9,en
0,The Best Exotic Marigold Hotel,1.0,1.0,0.0,2011-11-28,10000000.0,6.9,en
0,Collateral Damage,1.0,0.0,0.0,2002-02-06,85000000.0,5.5,en
0,Super 8,1.0,1.0,1.0,2011-06-08,50000000.0,6.6,en
0,Bad Boys,1.0,1.0,1.0,1995-04-07,19000000.0,6.5,en
0,The Distinguished Gentleman,1.0,0.0,0.0,1992-12-04,0.0,5.7,en
0,Go,1.0,1.0,1.0,1999-04-09,6500000.0,7.0,en
0,Lost Highway,1.0,1.0,1.0,1997-01-15,15000000.0,7.5,en
0,Invictus,1.0,0.0,0.0,2009-12-10,60000000.0,7.0,en
0,Chronicle,1.0,0.0,0.0,2012-02-01,15000000.0,6.6,en
0,Black Rain,1.0,0.0,0.0,1989-09-22,30000000.0,6.2,en
0,Klute,1.0,1.0,1.0,1971-06-21,2500000.0,6.5,en
0,Under Fire,1.0,1.0,1.0,1983-10-21,0.0,6.9,en
0,Next Friday,1.0,0.0,0.0,2000-01-12,11000000.0,6.5,en
0,Youth in Revolt,1.0,1.0,0.0,2009-09-11,18000000.0,5.9,en
0,Pearl Harbor,1.0,1.0,1.0,2001-05-21,140000000.0,6.6,en
0,Copycat,1.0,1.0,1.0,1995-10-27,0.0,6.5,en
0,The Doors,1.0,1.0,1.0,1991-03-01,38000000.0,6.7,en
0,Casino,1.0,0.0,0.0,1995-11-22,52000000.0,7.8,en
0,The Boondock Saints,0.0,0.0,0.0,1999-01-22,6000000.0,7.2,en
0,Margaret,1.0,1.0,1.0,2011-09-30,14000000.0,6.1,en
0,Gladiator,1.0,0.0,0.0,2000-05-01,103000000.0,7.9,en
0,Coraline,1.0,1.0,1.0,2009-02-05,60000000.0,7.3,en
0,The English Patient,1.0,1.0,1.0,1996-11-14,27000000.0,7.0,en
0,Heathers,1.0,1.0,1.0,1988-10-01,0.0,7.3,en
0,Brazil,1.0,0.0,0.0,1985-02-20,15000000.0,7.6,en
0,Legally Blonde,1.0,1.0,1.0,2001-07-13,18000000.0,6.2,en
0,Carrie,1.0,1.0,1.0,1976-11-03,1800000.0,7.0,en
0,Agnes of God,1.0,1.0,1.0,1985-08-21,0.0,6.2,en
0,Jackie Brown,1.0,1.0,1.0,1997-12-24,12000000.0,7.3,en
0,eXistenZ,1.0,1.0,0.0,1999-04-14,15000000.0,6.7,en
0,Excalibur,1.0,1.0,0.0,1981-04-10,11000000.0,7.1,en
0,American Splendor,1.0,1.0,0.0,2003-08-15,0.0,7.1,en
0,Saving Private Ryan,1.0,0.0,0.0,1998-07-24,70000000.0,7.9,en
0,Slither,1.0,0.0,0.0,1973-03-07,0.0,4.2,en
0,Thor,1.0,1.0,0.0,2011-04-21,150000000.0,6.6,en
0,Final Destination,1.0,1.0,1.0,2000-03-16,23000000.0,6.4,en
0,Bonnie and Clyde,1.0,1.0,1.0,1967-07-18,2500000.0,7.6,en
0,Point Break,1.0,0.0,0.0,1991-07-12,24000000.0,6.9,en
0,Man Trouble,1.0,1.0,1.0,1992-07-17,30.0,4.7,en
0,The Shining,0.0,0.0,0.0,1980-05-22,19000000.0,8.1,en
0,The Sting,1.0,0.0,0.0,1973-12-25,5500000.0,7.9,en
0,Highlander,1.0,0.0,0.0,1986-03-07,16000000.0,6.8,en
0,All About Steve,1.0,0.0,0.0,2009-09-04,15000000.0,4.7,en
0,Coriolanus,1.0,1.0,0.0,2011-02-14,7700000.0,5.9,en
0,The Reader,1.0,1.0,1.0,2008-12-10,32000000.0,7.2,en
0,Superbad,1.0,0.0,0.0,2007-08-17,20000000.0,7.0,en
0,The Fifth Element,1.0,0.0,0.0,1997-05-07,90000000.0,7.3,en
0,How to Train Your Dragon 2,0.0,0.0,0.0,2014-06-12,145000000.0,7.6,en
0,Ghost Rider,1.0,0.0,0.0,2007-02-16,110000000.0,5.2,en
0,Pi,0.0,0.0,0.0,1998-07-10,60000.0,7.1,en
0,Godzilla,1.0,1.0,1.0,1998-05-20,130000000.0,5.3,en
0,12 Years a Slave,0.0,0.0,0.0,2013-10-18,20000000.0,7.9,en
0,Friday the 13th,1.0,1.0,1.0,1980-05-09,550000.0,6.4,en
0,Chinatown,1.0,0.0,0.0,1974-06-20,6000000.0,7.9,en
0,Oblivion,1.0,0.0,0.0,2013-04-10,120000000.0,6.4,en
0,The Grifters,1.0,1.0,1.0,1990-09-14,0.0,6.5,en
0,Blue Valentine,1.0,1.0,0.0,2010-12-27,3500000.0,6.9,en
