,character,actress/actor,gender,title_of_movie,genre1,genre2,genre3,release_date,budget,voting,original_language
242,Man in Booth at Massage Parlor,Michael Massee,2.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
243,Crazed Man in Massage Parlor,Leland Orser,2.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
244,Dr. Beardsley,Richard Portnow,2.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
245,Detective Taylor,Daniel Zacapa,2.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
246,Fingerprint Technician,Alfonso Freeman,2.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
247,911 Operator,Harris Savides,2.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
248,Dead Man,Andrew Kevin Walker,2.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
249,Delivery Man,Richmond Arquette,2.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
250,Thin Vagrant,Pamala Tyson,0.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
251,Detective Sara,Emily Wagner,1.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
252,Woman Cop Behind Desk,Shannon Wilcox,1.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
253,Workman at Door of Somerset's Office,George Christy,2.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
254,Cab Driver,Endre Hules,2.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
255,First Guard at the Library,William Davidson,2.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
256,Second Guard at the Library,Bob Collins,0.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
257,TV News Reporter,Dominique Jennings,1.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
258,First Forensic Man in the Law Office,Allan Kolman,2.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
259,Eli Gould - Greed Victim,Gene Borkan,2.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
260,Fingerprint Forensic Man in Law Office,Mario Di Donato,2.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
261,Cop on SWAT Team,Harrison White,0.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
262,Cop on SWAT Team,Bob Stephenson,2.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
263,Victor - Sloth Victim,Michael Reid MacKay,0.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
264,Policeman Who Takes Statement from Vagrant,Lennie Loftin,2.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
265,Wild Bill,Martin Serene,0.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
266,First Cop at Massage Parlor,David Correia,2.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
267,Sweating Cop at Massage Parlor,Lexie Bigham,0.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
268,Paramedic at Massage Parlor,Evan Mirand,2.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
269,Paramedic at Massage Parlor,Paul Eckstein,0.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
270,Additional 911 Operator,Rachel Flanagan,1.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
271,Pride Victim,Heidi Schanz,1.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
272,Duty Sergeant,Brian Evers,2.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
273,Helicopter Pilot,James Deeth,0.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
274,SWAT Helicopter Pilot,Charles A. Tamburro,0.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
275,Cop (uncredited),Charles S. Dutton,2.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
276,Man in Library (uncredited),Arthur Max,2.0,Se7en,Crime,Mystery,Thriller,1995-09-22,33000000.0,8.1,en
277,Michael McManus,Stephen Baldwin,2.0,The Usual Suspects,Drama,Crime,Thriller,1995-07-19,6000000.0,8.1,en
278,Dean Keaton,Gabriel Byrne,2.0,The Usual Suspects,Drama,Crime,Thriller,1995-07-19,6000000.0,8.1,en
279,US Customs Agent Dave Kujan,Chazz Palminteri,2.0,The Usual Suspects,Drama,Crime,Thriller,1995-07-19,6000000.0,8.1,en
280,Todd Hockney,Kevin Pollak,2.0,The Usual Suspects,Drama,Crime,Thriller,1995-07-19,6000000.0,8.1,en
281,Kobayashi,Pete Postlethwaite,2.0,The Usual Suspects,Drama,Crime,Thriller,1995-07-19,6000000.0,8.1,en
282,Roger 'Verbal' Kint,Kevin Spacey,2.0,The Usual Suspects,Drama,Crime,Thriller,1995-07-19,6000000.0,8.1,en
283,Edie Finneran,Suzy Amis,1.0,The Usual Suspects,Drama,Crime,Thriller,1995-07-19,6000000.0,8.1,en
284,FBI Agent Jack Baer,Giancarlo Esposito,2.0,The Usual Suspects,Drama,Crime,Thriller,1995-07-19,6000000.0,8.1,en
285,Fred Fenster,Benicio del Toro,2.0,The Usual Suspects,Drama,Crime,Thriller,1995-07-19,6000000.0,8.1,en
286,"Sgt. Jeffrey ""Jeff"" Rabin",Dan Hedaya,2.0,The Usual Suspects,Drama,Crime,Thriller,1995-07-19,6000000.0,8.1,en
287,Smuggler,Paul Bartel,2.0,The Usual Suspects,Drama,Crime,Thriller,1995-07-19,6000000.0,8.1,en
288,Saul Berg,Carl Bressler,0.0,The Usual Suspects,Drama,Crime,Thriller,1995-07-19,6000000.0,8.1,en
289,Dr. Plummer,Christine Estabrook,1.0,The Usual Suspects,Drama,Crime,Thriller,1995-07-19,6000000.0,8.1,en
290,Dr. Walters,Clark Gregg,2.0,The Usual Suspects,Drama,Crime,Thriller,1995-07-19,6000000.0,8.1,en
291,Arkosh Kovash,Morgan Hunter,2.0,The Usual Suspects,Drama,Crime,Thriller,1995-07-19,6000000.0,8.1,en
292,Agent Strausz,Louis Lombardi,2.0,The Usual Suspects,Drama,Crime,Thriller,1995-07-19,6000000.0,8.1,en
293,Agent Rizzi,Frank Medrano,0.0,The Usual Suspects,Drama,Crime,Thriller,1995-07-19,6000000.0,8.1,en
294,"Daniel ""Dan"" Metzheiser",Ron Gilbert,0.0,The Usual Suspects,Drama,Crime,Thriller,1995-07-19,6000000.0,8.1,en
295,Seth Gecko,George Clooney,2.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
296,Richard Gecko,Quentin Tarantino,2.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
297,Jacob Fuller,Harvey Keitel,2.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
298,Kate Fuller,Juliette Lewis,1.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
299,Scott Fuller,Ernest Liu,0.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
300,Santanico Pandemonium,Salma Hayek,1.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
301,Border Guard/Chet Pussy/Carlos,Cheech Marin,2.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
302,Razor Charlie,Danny Trejo,2.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
303,Sex Machine,Tom Savini,2.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
304,Frost,Fred Williamson,0.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
305,Texas Ranger,Michael Parks,2.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
306,Hostage Gloria Hill,Brenda Hillhouse,0.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
307,FBI Agent,John Saxon,2.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
308,Motel Owner,Marc Lawrence,2.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
309,Newscaster Kelly Houge,Kelly Preston,1.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
310,Pete Bottoms / Liquor Store Clerk,John Hawkes,2.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
311,Titty Twister Guitarist & Vocalist,Tito Larriva,2.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
312,Titty Twister Saxophonist,Peter Atanasoff,0.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
313,Titty Twister Drummer,Johnny Vatos Hernandez,0.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
314,Blonde Hostage,Aimee Graham,1.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
315,Red-headed Hostage,Heidi McNeal,0.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
316,Big Emilio,Ernest M. Garcia,0.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
317,Sex Machine's Buddy,Gregory Nicotero,2.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
318,Danny,Cristos,0.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
319,Manny,Mike Moroff,2.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
320,Bar Dancer,Tia Texada,1.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
321,Bar Dancer,Janine Jordae,0.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
322,Bar Dancer,Ungela Brockman,0.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
323,Bar Dancer,Michelle Berube,0.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
324,Monster,Michael McKay,0.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
325,Monster,Jake McKinnon,0.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
326,Monster,Walter Phelan,2.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
327,Monster,Wayne Toth,0.0,From Dusk Till Dawn,Horror,Action,Thriller,1996-01-19,19000000.0,6.9,en
328,Max Kirkpatrick,William Baldwin,2.0,Fair Game,Action,Thriller,Romance,1995-11-03,50000000.0,4.1,en
329,Kate McQueen,Cindy Crawford,1.0,Fair Game,Action,Thriller,Romance,1995-11-03,50000000.0,4.1,en
330,Colonel Ilya Kazak,Steven Berkoff,2.0,Fair Game,Action,Thriller,Romance,1995-11-03,50000000.0,4.1,en
331,Lieutenant Meyerson,Christopher McDonald,2.0,Fair Game,Action,Thriller,Romance,1995-11-03,50000000.0,4.1,en
332,Emilio Juantorena,Miguel Sandoval,2.0,Fair Game,Action,Thriller,Romance,1995-11-03,50000000.0,4.1,en
333,Jodi Kirkpatrick,Johann Carlo,1.0,Fair Game,Action,Thriller,Romance,1995-11-03,50000000.0,4.1,en
334,Rita,Salma Hayek,1.0,Fair Game,Action,Thriller,Romance,1995-11-03,50000000.0,4.1,en
335,Louis Aragon,John Bedford Lloyd,2.0,Fair Game,Action,Thriller,Romance,1995-11-03,50000000.0,4.1,en
336,Rosa,Jenette Goldstein,1.0,Fair Game,Action,Thriller,Romance,1995-11-03,50000000.0,4.1,en
337,"Leonide ""the Hacker"" Volkov",Paul Dillon,2.0,Fair Game,Action,Thriller,Romance,1995-11-03,50000000.0,4.1,en
338,Zhukov,Olek Krupa,2.0,Fair Game,Action,Thriller,Romance,1995-11-03,50000000.0,4.1,en
339,Stefan,Gustav Vintas,0.0,Fair Game,Action,Thriller,Romance,1995-11-03,50000000.0,4.1,en
340,Navigator,Marc Macaulay,2.0,Fair Game,Action,Thriller,Romance,1995-11-03,50000000.0,4.1,en
341,Computer Store Manager,Ruben Rabasa,2.0,Fair Game,Action,Thriller,Romance,1995-11-03,50000000.0,4.1,en
342,Baker,Sonny Carl Davis,2.0,Fair Game,Action,Thriller,Romance,1995-11-03,50000000.0,4.1,en
343,,Dan Hedaya,2.0,Fair Game,Action,Thriller,Romance,1995-11-03,50000000.0,4.1,en
344,Codebreaker,Antoni Corone,2.0,Fair Game,Action,Thriller,Romance,1995-11-03,50000000.0,4.1,en
345,Walter Hollenbach (uncredited),Dan Hedaya,2.0,Fair Game,Action,Thriller,Romance,1995-11-03,50000000.0,4.1,en
346,Captain Christopher 'Skipper' Sheldon,Jeff Bridges,2.0,White Squall,Action,Drama,,1996-02-02,38000000.0,6.3,en
347,Dr. Alice Sheldon,Caroline Goodall,1.0,White Squall,Action,Drama,,1996-02-02,38000000.0,6.3,en
348,"McCrea, Albatross Crewman",John Savage,2.0,White Squall,Action,Drama,,1996-02-02,38000000.0,6.3,en
349,Charles 'Chuck' Gieg,Scott Wolf,2.0,White Squall,Action,Drama,,1996-02-02,38000000.0,6.3,en
350,Frank Beaumont,Jeremy Sisto,2.0,White Squall,Action,Drama,,1996-02-02,38000000.0,6.3,en
351,Gil Martin,Ryan Phillippe,2.0,White Squall,Action,Drama,,1996-02-02,38000000.0,6.3,en
352,Robert Marsh,David Lascher,2.0,White Squall,Action,Drama,,1996-02-02,38000000.0,6.3,en
353,Robert March,David Lascher,2.0,White Squall,Action,Drama,,1996-02-02,38000000.0,6.3,en
354,Dean Preston,Eric Michael Cole,2.0,White Squall,Action,Drama,,1996-02-02,38000000.0,6.3,en
355,Shay Jennings,Jason Marsden,2.0,White Squall,Action,Drama,,1996-02-02,38000000.0,6.3,en
356,Francis Beaumont,David Selby,2.0,White Squall,Action,Drama,,1996-02-02,38000000.0,6.3,en
357,Girard Pascal,Julio Oscar Mechoso,2.0,White Squall,Action,Drama,,1996-02-02,38000000.0,6.3,en
358,Sanders,Zeljko Ivanek,2.0,White Squall,Action,Drama,,1996-02-02,38000000.0,6.3,en
359,Tod Johnstone,Balthazar Getty,2.0,White Squall,Action,Drama,,1996-02-02,38000000.0,6.3,en
360,Tracy Lapchick,Ethan Embry,2.0,White Squall,Action,Drama,,1996-02-02,38000000.0,6.3,en
361,Gene Watson,Johnny Depp,2.0,Nick of Time,Crime,Drama,Thriller,1995-11-22,8169363.0,6.1,en
362,Lynn Watson,Courtney Chase,1.0,Nick of Time,Crime,Drama,Thriller,1995-11-22,8169363.0,6.1,en
363,Hucy,Charles S. Dutton,2.0,Nick of Time,Crime,Drama,Thriller,1995-11-22,8169363.0,6.1,en
364,Mr. Smith,Christopher Walken,2.0,Nick of Time,Crime,Drama,Thriller,1995-11-22,8169363.0,6.1,en
365,Ms. Jones,Roma Maffia,1.0,Nick of Time,Crime,Drama,Thriller,1995-11-22,8169363.0,6.1,en
366,Brendan Grant,Peter Strauss,2.0,Nick of Time,Crime,Drama,Thriller,1995-11-22,8169363.0,6.1,en
367,Krista Brooks,Gloria Reuben,1.0,Nick of Time,Crime,Drama,Thriller,1995-11-22,8169363.0,6.1,en
368,Gov. Eleanor Grant,Marsha Mason,1.0,Nick of Time,Crime,Drama,Thriller,1995-11-22,8169363.0,6.1,en
369,Franco (Governor's Bodyguard),Miguel Nájera,2.0,Nick of Time,Crime,Drama,Thriller,1995-11-22,8169363.0,6.1,en
370,Officer Trust,Bill Smitrovich,2.0,Nick of Time,Crime,Drama,Thriller,1995-11-22,8169363.0,6.1,en
371,Mystery Man,G.D. Spradlin,2.0,Nick of Time,Crime,Drama,Thriller,1995-11-22,8169363.0,6.1,en
372,Sanitation Engineer,Charles Carroll,2.0,Nick of Time,Crime,Drama,Thriller,1995-11-22,8169363.0,6.1,en
373,Anthony Adams,Luke Wilson,2.0,Bottle Rocket,Comedy,Crime,Drama,1996-02-21,7000000.0,6.8,en
374,Dignan,Owen Wilson,2.0,Bottle Rocket,Comedy,Crime,Drama,1996-02-21,7000000.0,6.8,en
375,Inez,Lumi Cavazos,1.0,Bottle Rocket,Comedy,Crime,Drama,1996-02-21,7000000.0,6.8,en
376,Future Man,Andrew Wilson,2.0,Bottle Rocket,Comedy,Crime,Drama,1996-02-21,7000000.0,6.8,en
377,Bob Mapplethorpe,Robert Musgrave,0.0,Bottle Rocket,Comedy,Crime,Drama,1996-02-21,7000000.0,6.8,en
378,Bernice,Haley Miller,0.0,Bottle Rocket,Comedy,Crime,Drama,1996-02-21,7000000.0,6.8,en
379,Mr. Henry,James Caan,2.0,Bottle Rocket,Comedy,Crime,Drama,1996-02-21,7000000.0,6.8,en
380,Dr. Nichols,Ned Dowd,2.0,Bottle Rocket,Comedy,Crime,Drama,1996-02-21,7000000.0,6.8,en
381,Grace,Shea Fowler,0.0,Bottle Rocket,Comedy,Crime,Drama,1996-02-21,7000000.0,6.8,en
382,H. Clay Murchison,Brian Tenenbaum,0.0,Bottle Rocket,Comedy,Crime,Drama,1996-02-21,7000000.0,6.8,en
383,Stacy Sinclair,Jenni Tooley,0.0,Bottle Rocket,Comedy,Crime,Drama,1996-02-21,7000000.0,6.8,en
384,Temple,Temple Nash,0.0,Bottle Rocket,Comedy,Crime,Drama,1996-02-21,7000000.0,6.8,en
385,William Wallace,Mel Gibson,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
386,Murron MacClannough,Catherine McCormack,0.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
387,Princess Isabelle,Sophie Marceau,1.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
388,King Edward,Patrick McGoohan,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
389,Robert the Bruce,Angus Macfadyen,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
390,Hamish Campbell,Brendan Gleeson,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
391,Young William Wallace,James Robinson,0.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
392,Campbell,James Cosmo,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
393,MacClannough,Sean McGinley,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
394,Mother MacClannough,Gerda Stevenson,0.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
395,Young Murron MacClannough,Mhairi Calvey,0.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
396,Nicolette,Jeanne Marine,0.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
397,Malcolm Wallace,Sean Lawlor,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
398,John Wallace,Sandy Nelson,0.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
399,Elder Stewart,Alan Tall,0.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
400,Young Hamish Campbell,Andrew Weir,0.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
401,Argyle Wallace,Brian Cox,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
402,"Edward, Prince of Wales",Peter Hanly,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
403,Phillip,Stephen Billington,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
404,Morrison,Tommy Flanagan,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
405,Lord Bottoms,Rupert Vansittart,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
406,MacGregor,Tam White,0.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
407,Robert Bruce Sr.,Ian Bannen,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
408,"Stephen, Irish Fighter",David O'Hara,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
409,Veteran,Peter Mullan,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
410,Chief Justice/Executioner,David Gant,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
411,Magistrate,Malcolm Tierney,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
412,Lord Talmadge,Martin Murphy,0.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
413,Cheltham,Gerard McSorley,0.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
414,Balliol,Bernard Horsfall,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
415,Governor of York,Richard Leaf,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
416,Sean,Liam Carney,0.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
417,Priest No. 1,Ralph Riach,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
418,King's Advisor,Barry McGovern,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
419,Craig,John Kavanagh,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
420,Mornay,Alun Armstrong,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
421,Mrs. Morrison,Julie Austin,0.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
422,Bride's Father,Alex Norton,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
423,Smythe,Michael Byrne,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
424,Corporal,William Scott-Masson,0.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
425,Madbaker / Flagman,Dean Lopata,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
426,Stewart,Donal Gibson,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
427,Faudron,Jimmy Chisholm,0.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
428,Lochlan,John Murtagh,0.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
429,Young soldier,David McKay,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
430,English General,Niall O'Brien,0.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
431,Drinker #1,Martin Dempsey,2.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
432,Drinker #2,Jimmy Keogh,0.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
433,Chief Assassin,Joe Savino,0.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
434,Jailor,Mal Whyte,0.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
435,English Commander,Paul Tucker,0.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
436,Doogal (uncredited),Graeme Ford,0.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
437,Warrior #2 (uncredited),Greg Jeloudov,0.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
438,Lady at Wedding (uncredited),Rana Morrison,0.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
439,English General (uncredited),Jer O'Leary,0.0,Braveheart,Action,Drama,History,1995-05-24,72000000.0,7.7,en
440,Travis Bickle,Robert De Niro,2.0,Taxi Driver,Crime,Drama,,1976-02-07,1300000.0,8.1,en
441,Betsy,Cybill Shepherd,1.0,Taxi Driver,Crime,Drama,,1976-02-07,1300000.0,8.1,en
442,'Sport' Matthew,Harvey Keitel,2.0,Taxi Driver,Crime,Drama,,1976-02-07,1300000.0,8.1,en
443,Iris Steensma,Jodie Foster,1.0,Taxi Driver,Crime,Drama,,1976-02-07,1300000.0,8.1,en
444,Wizard,Peter Boyle,2.0,Taxi Driver,Crime,Drama,,1976-02-07,1300000.0,8.1,en
445,Senator Charles Palantine,Leonard Harris,2.0,Taxi Driver,Crime,Drama,,1976-02-07,1300000.0,8.1,en
446,Tom,Albert Brooks,2.0,Taxi Driver,Crime,Drama,,1976-02-07,1300000.0,8.1,en
447,Concession Girl,Diahnne Abbott,1.0,Taxi Driver,Crime,Drama,,1976-02-07,1300000.0,8.1,en
448,Policeman al rally,Gino Ardito,0.0,Taxi Driver,Crime,Drama,,1976-02-07,1300000.0,8.1,en
449,Man in cab,Martin Scorsese,2.0,Taxi Driver,Crime,Drama,,1976-02-07,1300000.0,8.1,en
450,Iris' Time Keeper,Murray Moston,2.0,Taxi Driver,Crime,Drama,,1976-02-07,1300000.0,8.1,en
451,Secret Service Agent,Richard Higgs,0.0,Taxi Driver,Crime,Drama,,1976-02-07,1300000.0,8.1,en
452,Tom's Assistant,Bill Minkin,0.0,Taxi Driver,Crime,Drama,,1976-02-07,1300000.0,8.1,en
453,Mafioso,Bob Maroff,0.0,Taxi Driver,Crime,Drama,,1976-02-07,1300000.0,8.1,en
454,"Melio, Delicatessen Owner",Victor Argo,2.0,Taxi Driver,Crime,Drama,,1976-02-07,1300000.0,8.1,en
455,Personell Officer,Joe Spinell,2.0,Taxi Driver,Crime,Drama,,1976-02-07,1300000.0,8.1,en
456,Angry Black Man,Frank Adu,2.0,Taxi Driver,Crime,Drama,,1976-02-07,1300000.0,8.1,en
457,Soap Opera Woman,Brenda Dickson,0.0,Taxi Driver,Crime,Drama,,1976-02-07,1300000.0,8.1,en
458,Charlie T,Norman Matlock,0.0,Taxi Driver,Crime,Drama,,1976-02-07,1300000.0,8.1,en
459,Doughboy,Harry Northup,2.0,Taxi Driver,Crime,Drama,,1976-02-07,1300000.0,8.1,en
460,Campaign Worker,Harlan Cary Poe,0.0,Taxi Driver,Crime,Drama,,1976-02-07,1300000.0,8.1,en
461,Andy - Gun Salesman,Steven Prince,2.0,Taxi Driver,Crime,Drama,,1976-02-07,1300000.0,8.1,en
462,The John,Peter Savage,0.0,Taxi Driver,Crime,Drama,,1976-02-07,1300000.0,8.1,en
463,Palantine's Aide,Nicholas Shields,2.0,Taxi Driver,Crime,Drama,,1976-02-07,1300000.0,8.1,en
464,T.V. Interviewer,Ralph S. Singleton,2.0,Taxi Driver,Crime,Drama,,1976-02-07,1300000.0,8.1,en
465,Campaign Worker (uncredited),Annie Gagen,1.0,Taxi Driver,Crime,Drama,,1976-02-07,1300000.0,8.1,en
